10352,MO,lf1ZrqtU2J436t8Q8PCotkiyWXt5roDO43Au6JUgTpm9,,1981-08-10
26891,LA,NoWxIsupKuH4tLrWom5rKe9,,1968-11-07
46541,NM,tAFEhFAgw7rbjsrquv9bpYAq751QuG3MJlHtfrIZPJxh,,1961-11-23
22744,NY,EkKhMgtRzO5ERcywVIxx09JA,,1963-07-18
25844,DE,xEHYjJQdwCMTUrvi6n1WmT5JTEJzruICcx1uP0osRi,,1993-06-03
53054,OK,OsbnUxZ,,1964-04-03
6407,NY,kxx9OJWvc7GvqxoOaQHRQormxdlD21Q2rQvG8DOKXCJsfhtUH91g2eLFUbSEhB,,1957-04-14
46190,TN,jeVEVyPOsh80LAVzvXW5Cv,,1942-02-28
834,CA,dVFSlhV3WNWUV1dk,,1968-01-18
31958,SC,ogduc,,2008-05-28
64664,DE,5nxFu60GaJ1JaLqn7MdDPNJhs5oWq3olFGisJD,,1944-05-04
2393,OK,J5GUBEkG3hPahRyCAnX2,,1990-06-26
56641,FL,yDB9op6JSCMGH,,1982-07-22
42594,NH,RlwfCFvigPIlNekxuOzp137HoBT,,1981-04-28
49026,IN,CjPNDnLYD6iBimBrDsOdftldsyRyfh7TtxCmiMhR006xJXMV0fFl,,1973-09-20
23852,IN,WD3gePvYYI0Kq0HRCAxCGT8JIjdZhqJyweG8MvDqX,,1973-07-22
21424,TX,SzAgRXzqcH5p,,2001-05-31
2888,UT,NvHV4ajZUv5w6bvolCElKxz1riX9HCoUYh80Vl3C8N,,2008-07-21
24170,OK,GnAJzkBjKBpnpDzJKfaUgQte,,1982-02-04
34342,MA,FIautNbrSGLIOXwBfADa7Dn,,1996-01-20
53708,FL,hLc5,,2016-04-22
17454,WI,sN13R0wiQ6ul35mVbrpf8l6qc9QbIYUW8JRK3h,,1994-09-04
62883,NM,zI7hUh2fe44x1BgUkC,,1973-12-31
836,WI,6J6F1wFlcapNFIRBIWBciUFeD2LQ43uk6elOfeBg0Q8Lp6o01T,,1946-07-21
51091,FL,TdN0fkFc4ivXuaHeiRacE46HO24V3PAXzoxjMkNgVaJ0VgPLNNc1o,,1946-12-09
44882,RI,U7oNtmSN0cknSfkddTjztc1Si46QmnHsmsrrk63TueVP,,1952-04-13
3134,WV,fKbwjZXTmJpWEUJ5whec2fGfV,,1978-09-23
31675,HI,wni7QeJVfhuyHJuRSObeL2JZv2kG55rXFYf6DC3eDS,,2006-07-09
58783,NJ,NIPqKfF8cOQzL4Kjl51wUL1wlmRvWsYn8odG8B6,,1981-03-27
7981,WV,zX8w7GTEWgGJ,,1951-07-01
57655,NM,gtWudX2hXhYedYKCfGY,,1978-04-07
25343,KY,q9IltYmTC5zhx0wsteWgaVsgK4O8pLyxUwKQpB2q8qYZSyE4,,2002-12-12
52624,AK,USlMxfip2,,1989-05-21
49190,IN,i9bcv2P4E7,,1994-11-10
49087,OK,lQl52HxjuHHezOaZFHzshPvygrMK83XMdPiAcoefYuR1ndUOaudlqtR,,1957-07-03
44502,KY,O3NOChQGBmAGbpf1FkH06eMgVxmqBmnTyFVLlFA3cvcz8sYxbirb6H0Xo,,1959-07-09
59117,AZ,YzV6nAggW3NC0ORrVgwZbghKxputHmCN3,,2014-02-26
1640,WA,mUgEjKGIcAdyiA0ii4nEcdnAgIUr5V,,1943-07-25
14909,KS,6uRw6VXZGR39pmeCN9Yi8okNtqDSJM5giDYybSkwt,,1975-12-08
35256,NY,EJB1wWiUfRxuXG98VK8NwRijkptLD68rAa1fDC4fRTuYlZOi3QLntM,,2011-03-05
64343,KY,D1Mc7CzU6lLC91yQkchCrqHbUoQPOTpaCzYaeJw,,1954-06-27
9946,OH,QCWfu,,1976-11-08
8009,GA,yL5dwoioVfuyEb5ISdIU3cOy4zN7eAJumRdVHjxUZUgUn1dIStCLpkHn,,1990-09-29
15297,ND,FrjmlzRscxUzOqRbUY6zWchb9NFB4X8cDUqu4u4cVwA9X9n1FZ,,1963-08-25
32051,IL,QgDmyjth0cenQ4TEmbMFab,,1944-12-18
15730,WV,sx8MXSZj5ZN6E5BaRvSvsrEtg3ZKc8GbUua9a1G3p7qWAeTGaA,,1977-01-17
34487,MI,Itcevet4A2GauqVnUIMk6lHEvtpEXJEVlOdFUei7UcIP3UnSc0EVk0XbcuX7eK,,2004-09-15
26378,ID,GlIlhshiEpcbMeez2AtEq9PgfbCDCfgQkiSfpFuUqyojJXIXa7DbpMzT,,1995-11-12
3209,UT,qhWgMaOupnDmityJE5IUb1pcPTkoPXZ9aCmmoUMB5RTJ1sjQkyDBvco,,1992-04-04
2634,GA,ubBVyFPsDPfIAH0mXaZhfMJdIPjjwCVVqNtJ3q4FVbn0OL0rMXZbfB6xzPdAwO8o,,1962-10-29
31471,NC,9Bib43kjrM4LdcHlko0Bq,,1960-05-13
25013,MI,NzQn4lEydkmfovH9cKwdIhNv05Vcnh2Dc3,,1976-01-16
52126,TN,D5LxoqPmzPzqJub,,1996-02-23
21480,CA,fM1ij3d6U5F8vQVNBoDo8MXi3MoDSNlScybyBma6xdtRSJJV,,1988-02-18
17483,NM,cJhF2lxz9fHlpJ0qG2,,1960-09-05
9159,RI,CNvaVDtmmWyUHyZXJtFcZlXwMkrNKZJbPYwrIoxx3OGpN,,1958-08-16
3221,LA,iJUhvQjG73gOdWV4N65H9Nb8Eu1ZitvBVBwxKoE2pzkDIYcoWYsP,,1951-10-21
23308,SC,yEzf2Od,,1978-04-06
30941,WI,SqFHvbXYhCKrXrtrrc9O3N2088,,1968-01-12
27595,KY,iOrr6BKDPcHNsT2MJl5DVlvA1zdPPzaohqaQURcfcOkBkDcD5h6LLkXhfsWqX1,,1974-10-13
30706,AR,1PBlQ4RbVr7VKgRxEIZvPsnnvyflmbMSNVRgdkSUYCpZzCG2,,1989-09-25
21531,NV,a6Vtf2tD7wzVf7AkgeBOagMdzMndyFRUNYhrzko2fHS2QaMsZIlTS0OXS,,1953-03-15
56764,SD,EQ8rH6PxomLsrG5exOzYqsVdlTG1B8ehYkejWRyKZ7yzLXffZkZQzabPGDx,,1967-03-31
61837,IL,R5gtSKPJft1Je,,1984-09-13
17528,SC,fQXTJlqqQEEaGS36nnE5EKCXj1Po,,2011-06-12
31399,NJ,w17fyOebk9KBIf7qcp0WBCEDFaCvwAKHONKNJe8puNKgujn2cihW0F22PuoNrqq,,1946-11-18
52826,GA,gS5Ggw0T6ASF7S0f7q1eCGkk67AgnL1,,1962-02-24
43985,UT,RmS1uj4Kp8l0PotfTP9RuTnMzacwnhOF45J,,1996-10-18
33304,FL,hmDGRTwq6f6b4AYrupADsdq5GHOmSml6b46DFAVffNf5jJwhyf2wpcnG2,,1994-08-01
56501,NH,Ahi7QsGlpZEuN,,1986-02-02
5939,RI,gWk8RKVWoVg8NvYSquiC,,1999-11-30
48431,IL,B3mwNZH9PHVqmwH5kPKZf4,,1991-06-26
15936,OR,4sOxfXrCtIOLCrNg15gojGMzo0likXNzhajkfIcx9m,,1959-08-02
18444,OH,d,,1991-06-09
18424,UT,UksIPdo0Gp1rbeCitOUsc8l9ZkabY8y6Wmd4I3Ue6VlE3kDV9hKd9SgnA5U,,1973-08-07
5043,OK,acLoXTfkbMXWA25OL8vS9p0sU,,1971-02-20
58676,NY,C16XNMi6N0JZBdxHIxY0EO6uCvmwkGBKiuHhW2Zza,,1986-11-10
29382,LA,WPnSwewB6cUfg239B2UUNMmnHc1h7eDebpaKc3882oOBWIOmUyVtDxQ,,1948-11-02
57957,IA,rgY2miwJaqcxEp6Or9yzHtxnkCj94qZQH6MEqJLY12ljTOgZ38EydqejNZI,,1942-10-20
50204,OR,y3OIAJ9e2OAXyxWdeFxaJxXVhTEoe8osUt9H5lBOPLWvt7D5lXlcutudXYL,,1966-11-19
19000,CA,eyWl5dQtEV0dA0mNv2Mp08sejOR01FQP2HHBPSpi2k,,1961-08-11
7671,MA,gqf6yKc0kNajIKThb,,1942-08-11
54296,CA,R1xOr2GCIeqpvD63oRhvx05w,,1943-04-09
27390,NJ,VX,,1979-08-13
31291,NV,UIkEUAjDmRDX82hSQzPupq9FN6jLslcujDMtwsekbNa0ZKX3H3mN,,1963-05-20
12356,FL,k0S0cDwzCphWiArVOZZu4WpTub,,2009-07-29
47933,MT,YKqVIoWv8foFYY191MLUGpmn9A6ejvv4cRyQ1EuFeW,,2016-02-08
14097,NC,OGTAKWpm65P95sQKO4oUpRuKp5wN2eBgp4SkhAaYdeVFnK,,1977-07-01
49710,TN,d4QXsSNDZOpDN1NftZVj0Pc9yki2RuNjY51tIKj4PdUzLw5GvQjmzQkrk6M4Q0m,,1950-08-20
43423,MI,bcexpS9XlPfJdmL4Xt,,1997-06-13
16387,NC,VhgaqEokunBBbyNIrYw0R0E70sml0bWWXABn3v3euhx5jg,,1985-08-08
10084,IA,f1i1kxfFWzqxl7jD,,2003-05-11
53144,AK,s5W,,1948-03-14
53334,CT,eZ9s4B8Q20sErurkte9sy3N1NJBuHj7k35Fq9Nj1unjKXs8gnBYGBZSct,,1995-03-27
1032,IN,pbVO8ZzraQVh0dC7fdgg5StCrmBePBRVgeMlt9yIkkQnjALgbAs8DWAwBg,,2002-08-14
16378,NJ,b4FPF9fq2pgSfCIlj0,,1954-01-12
12883,GA,LH8euxxFlXZgxPFQWjFkyJEv0b7Dyt2ncpR1VHZtivPqXMG6LvYtnYQ3eiw,,1982-01-20
59688,IL,C3QfhkErAMnFzOE1JkKoV71eBdnmVPGnKHWJ4wF,,1980-07-10
35462,WV,amNA5Ln1dEWENVJG7wkuMcBhTsc,,1998-09-24
47803,IA,tcGD7DU5Llbv8c3KlLRCObAo2PikmX3ddriLm3Iv10s1dsNb1G,,1995-09-14
6535,WI,5p13M8TqIMgZ,,1980-01-01
25732,PA,y3nLRykUoTJH5vrQ3Y2,,2011-08-16
5743,TX,n90Fjz0CFfvN,,2015-01-05
42219,ND,Ltls6Cs0efSCfLIYaHIHe9G7EL8NlWb5sdJcS1cfWRLnA7KN,,1992-08-04
21068,WY,n,,1941-02-03
11709,RI,NY6TpQpeKJocWwPg6pxn4LmTdnFFIsnUh,,1957-12-20
54938,MT,xPJCO8fkvPu04foP6bCMRc4Lsyqp1Cm1LgU7AlsMqCH3KDCoJY43BYG8agPdPur,,2015-03-31
60093,AZ,YH9ME7,,2000-12-31
7108,NY,AeMrzA4WnydaNDFcOxKMiitrDd,,1940-12-24
20787,ID,k6fHI636ulVUBJ76fQ539RUsMUynMAWE471YG33jOu01,,1948-05-23
3780,IL,eARY22novA6ih3SNqhQfK,,1942-12-07
10663,CT,pL17,,1958-06-17
47298,WV,iOy843Ponn2o11XsazdU4Dq5,,2007-06-22
27205,TX,ypjtO1XNMUZGwhBOcLmjWVFM,,1955-08-19
11913,AK,nBSBQkczsRPu86lsrg,,1982-07-30
281,GA,azwKshHwOjteKRJYNmmIVveeS5lV6fDW2LJY2na3Ln2js1c,,1966-02-22
25776,NV,NoI8L47WF8VfCm2waz7uhPz,,1981-03-02
63360,NY,CMObXIqCzrFmdt9Ev0WhdPklOubdOo4C,,1981-12-15
26384,MA,KEmC3SkUHnYfPddPw1,,1980-06-24
28110,WA,sWJhZbeDfUqbVXL9y8udXgsKBhMslOOKN3cKHEDQ0vcEee3oAcJLqk,,2012-07-19
2745,SC,jG9X6VKZILsYDlFINIz8xvLOwzy40vV2yUNtemA,,1953-10-10
39384,PA,1kgFW12F8Poeqmt45fah,,1952-01-25
56295,SC,YC46yiOgEH2lJfmi4x4aiQTPk4tER00ZOaqYDgI,,1996-10-14
23725,NY,jPXrALWNxySTSZz2fLVLG1iOUYS8OA5dmpYfkApAdMeAmZEqKoh2AebOdv6,,1959-03-24
51150,ID,v4gGDdZp3qF47wcmyoNYBNT6kf2nB6iTRZxTFJEGWqNSxsoruUMvJgdfn,,1972-03-08
34466,ID,ZwP1Le3n7dpjQUeoVsYaubU74,,2003-01-06
44386,NV,1gXn2M2bhOm7o8fEM5O10qOMCZ7QYQR,,2012-08-13
33554,AK,7zhS3PqFu,,1972-06-05
16797,MA,4pxse5MLwANpFSt9rrBO637q1H,,1999-01-25
39175,DE,VnZf6opBF,,1950-08-28
3219,KS,EMr8Of9d0rXYUHMTw1p17o9z8jvlVCa9To8pvTG,,2012-12-14
62787,AZ,t6bmFjNaNruYtVK9kwj,,2003-02-05
3311,KY,e8CzKTwkNnTHF9mNs8Qqx0dOZibgqOmK0cGQ,,2011-07-03
26466,MO,W8wbjEjAIc6B7SrBc2P8cayXtXSNTGG28jx2F24jtfwL8AMTIHkoMaWvpdHkibqZ,,1981-03-25
52351,NM,2AlhRDm1EKYn,,1967-10-21
11275,AR,RzNUzyovIunnek,,1986-12-17
21657,FL,DoNnmJfEo8Lu5LoSUYKDVW7JRRXWOnpUrqRNcWj2xERAhhMejY5GKnICyEA,,1970-12-06
33822,TX,2FtrDgbY8MSLKIP0L9GNJRMdqshmrYTYepy7KQboIghZzWOQtmXyo17vxp6jab,,1960-07-26
53418,FL,IhWFcy7xONQwlIUKbeX9XrXwW6Yhohe4UpXpHs1T3qVWLJg93bRI0gsSmnG,,1970-03-23
7038,WI,k6fTT,,1962-12-24
62825,SD,6Fm1rvkkdVRYzahHnU8qbaFG79byeq3akzKKJsH5dP0tG,,1992-02-26
56136,HI,x9bXw4Tz0P3IvaumWnX4jgPY8lIaw9dXbr8GJB7Fr,,2000-08-07
23173,AZ,2HYiZULN70COwyRgBE,,1983-11-24
36347,MI,5I2OCIu6cQMWxo,,1944-06-11
18776,MT,7Y3YAdbNv1,,1960-08-25
10754,WA,qpRtefLJz4KzWBiFPzz7VeTvppJebIOwjo9ky40cwGJnuN3B,,1965-02-15
25877,AL,RF,,2014-09-23
28848,WV,hMDYEzFr3l9mxL21tym2gODqLdv2N0cD8DHl,,1961-12-27
28034,NV,naXArr4MlnNLh4dFYH0OiPqTgPvYxrVtAN,,1963-05-30
45176,MA,GMU925VKaBFMyBH2xwT837iDSdTX4pl0xr9ZxZy46A7vf7XEYflPuX,,1947-04-23
13870,IA,kx9VBuTGsXRVmSmAtk7eIIUG1nJm5laiLx6SmyTEit5wHt4jNZz1,,1950-05-25
8012,MO,MCZoliSTdsX1RMxN5JzuD1ddmPKBSyZtcs1fdTE0YciUC,,1999-10-27
57218,ND,oGUhJyNKeSsrFphuqGbUaRKz0LjI4k7bs3Sb,,1944-03-10
10322,HI,q5vCh63lBAlJ2MEFllgYvLWzaQ09eNgCkq2HQz09NXeaG,,1998-07-04
417,AR,jqTFcz8b2Yfek1K3esw041Belb2FA0vykteYL5XLenILIgd5Tf49L0i,,2010-04-12
23231,NH,Fir9X46QeElKW42Kk9cJkim5KEHZPHWycdxNaWOJ8,,1969-06-07
55159,AL,7jGCNZ4cnUAwtAUuHJq9EZ,,1941-08-15
26058,IN,FY6w82n7BBqBXi04CUz6Zq1c7k1Lz1rFrlsLccyYnyJhV38Xb,,1999-02-11
22059,MI,ILKI9LVYcPoji2aFMVz0Hhjqo64RVdRWKlohfyk,,1963-05-17
23054,OH,lgG0UNVZzlJWQLUp,,2015-01-24
65039,MI,XmsE,,1958-12-18
63296,PA,aegl1kW3lqxzcPqf2YjmmDaOt2a5HZbx3RIy6sQgoiNFE,,1945-07-15
11878,VA,Tgkawm6I34nLuGEHfPPsVpGa3dmu5yAY4ENmKSwEOSy8BidSwwD,,1941-12-30
43584,MI,rKl5vfo1xXN83MdEJUZkabpiWyCgqFv0p4433P1BhFaA1TQdi,,2011-04-04
58233,IA,brC1mvu9Jd,,1983-02-02
62769,ND,kHM,,1977-03-22
61675,LA,xQYfQyt6VjCyXU1qj6x5o04qSwF,,1949-03-29
47054,CA,MtmWhi1LpzB2IpgLF9Tr0NH1EhC72lGahmGCXKYT7GQdqMa3nOOMX7zRpm,,1997-04-27
44404,NH,dYa4VYOOy28sOTQGBuSZAlSUBnAdb7D5lj5RIeOT,,1971-03-18
31140,NV,jD0QepelMYOgBlgh3FfIF6AMnHn6zKz08psnsEehfViJ9doRES93OYAa3Gq,,1946-01-26
51123,CO,ZT8r9lYZQomHXbSwFrLFJAX53RRBTivsZnha5XA7sS8bfRi52KTnj,,1983-01-16
42313,MT,7cLQR0sAJsHGimZj724hIS1yz8cxgf9XloHzUBsOYh21oIo0lgILQCuFuxA,,1973-08-29
58322,MA,3ZFLYQyQdr0JFgwctTF50gSRGB5lf6QomkENe6oW,,1943-05-24
49975,UT,YOV,,2002-12-23
62957,KS,XrnMuYiBGDeadxLcxeyrMEf8fr1wT1Khlgkfubg58pMZJiJp5xX,,1955-06-24
17485,IA,To0z8ruVWG6QRPnF8iDefoxneEGGUjlfAU5WYoH,,1947-03-24
1185,TX,6xJsfIjOE4srADX,,1959-03-27
44632,KS,nPFx3zKl4dMTaSTxVgFn6u4JXL8nWwqrHfoODC,,2003-07-31
47473,DE,6ijWNRSarzo5pPrf74fZyKTZP,,1973-01-15
25821,KS,0wEcQnOC1ywEZobI8lDg6RSfs,,2002-09-28
14513,AZ,33UIoliJe7o8eDPnulwvZ9guo1XSkkO8vQsanTxN2Sm3f9u,,2014-06-18
49537,NJ,Rca,,1976-07-07
54676,TN,CdseqVJEpY7Z8TgBMLvDyqfIKBRhoMEUPIO08jpSZ6,,1949-04-13
32936,IL,rTMfYOg26Tb5dOOEDOiE1htSqRTEh736LNmeHjQXYzKVdP5WHbWazK,,1993-07-09
19579,WV,XeZsGriRLN6a8cUZ8MLspNj,,1988-09-29
45613,NH,8vbzEwo6mSyIBBmS9vDheSswQ4bHlAmpe,,1954-05-27
50614,AK,wqtS6lD3eQ2ztF9dMpQlTMiB0GLEB79pgJcCLRJiast3fESv1OTZYul80bvYWda,,1989-10-07
38718,KS,OqQ3VR43LU5noypUpkvRoxeSurqksExvnCnhONrxyxODUgjPBMIz,,2004-01-21
51965,IA,d3LI8FG,,2014-03-03
44175,PA,S9czjzlU8X6C9iSE6z0TzkiDXae7fBTYbLrvYTRcyoY,,1993-06-02
21335,TX,MYJl1T3zik283zRH1z91KJDq6IKRpeTawR,,2008-07-23
6118,SC,KVB7N9kV58,,1994-01-22
17746,NJ,eTO541pi6nnUOK,,1946-03-23
26506,HI,gJJweNm8pRtQeD1r6NHJtzQdskdUf5OmVaXC7LMDyYetZPj5ZAQf,,1984-06-28
1875,IN,hNA13VfUYWdjrd6eribliVfudujQvonsng3uK6bQ8bOVkhNVLWLmFJZ,,2007-01-21
5671,AZ,fTaHuuFqFf5fSrM5qG5RhTuezR,,2002-07-28
62346,CO,HtScrgqM7ile7KQKxeZTyMam,,2007-05-09
53801,FL,up,,1958-04-08
64021,NE,6IdSEwstLVpHANQtalJgOiJvjJF1Ys5nPT,,2002-03-23
7362,WY,5k0dzWRDZ88ZKhx7e706llEMpdjwbpAz1JAbbEeU,,2010-07-30
61712,MA,SnC5X2lPO9cTIba4OL1arqY934MJ3eaIllUlW7vwn7kNRGkSBxP,,1959-07-12
45209,IL,Tv,,1975-07-27
1139,KS,9pFt97PqucgKwvuHilYL9i8wLlrNTSUf3HuiPEFWlkzauWPJ68,,1960-09-29
64494,AR,4lHV0eWn7RjZ9UE9Hh6hWLA1IANdtWd6g5I,,1975-08-05
47361,OR,d4UD3UU6gRAUFd18gNX61UT2mmW9PThn6mMcz,,2013-07-10
17572,CT,GVDeiZ3AQ1CSlLw4MCr8g4Xzb,,1988-04-22
26091,NY,9YPdqlVHvGk2uIXFUl4hYdnnAe0T8heA1jW,,1965-06-11
26426,KS,AtMJcLAfw1hYc,,2011-11-08
25635,MT,JvNH9h85TvsA1gyCpPHl,,1964-11-28
20526,RI,uJY2HXqSDjVEF6dwxwtfRjUag3oOVM3ogmQxU7UgkwMyfyh7La7o6UzrppcWA3es,,1944-07-30
26430,TN,3hjY,,1951-07-26
48724,IL,VnckEfs1OXcFz2BdBq4tvCJ44M3VlH,,1962-09-22
56273,OK,nnfvSZGk2gHq1TrjW6H1T2p,,2003-11-23
38567,NM,t1akGNnPwZGXimIjtFxldnGW0ffePpNJHy5AP8KFB,,2006-01-24
35714,NE,UMazVSyVQXbYTtrxWo177sDrzKMi937hvb3V0f1dKQi2XBabFvGb6hmlqeKn,,1964-01-25
10549,CA,fxfDHR7zlS6yfyblxbGD6HqECEo5Lh1KWQZ,,1954-09-18
42301,WA,Vlyes9ChPdXKGj2DT9W9xCZm0,,1944-03-13
4667,HI,H6KqyJzXAqjFdPqN0gEwK5You3ix472RrC8ORYo04oBDn5wh3ta9HFgC,,1995-12-10
43004,PA,YWopg92yDzdRL1manmhTOa8cBYTgHT0d1tOkhUQZ39Ezl,,1953-04-19
34631,NE,cLKgty2HS2NZ4loAf,,2008-05-11
49662,ND,EkPObZCm6mvqMu6nNyEa2oa5pRRRUlHcPeZg5GnIqzg41twigoHWXqtPp,,2015-08-06
18571,NE,6L4iUOrEvNIkCXwse8gp5pESqLohIVOjAuhFo,,2011-12-15
43128,CO,QhI,,1953-12-04
11021,MN,rTHMUDbZ6QH1O5zrrNC98vLZuxF4NC3EsYD3e57JpGQ0IegetWmsI2poJ9nr7L,,1983-04-16
39442,NM,ea15U3sS5hVagu4Kl0tSqKBHP3a1MVRCo4093wyOJSiAWbq,,1963-01-12
6798,SD,1DXCeaFZZvrg5st8ZyD5w1,,1987-06-19
25256,AZ,CzNadHXPPmrNKDMlCEKwKxQMFk3KH9,,1973-01-04
31288,MO,bjeE3Vr6b75PDvITx4AU2XXHxNGp0zUQDyrc9mDGNPozHSfj9U2dPCXRsM37KHvf,,1986-02-22
30884,NE,AtHFwyyXDnKN4fcKAixOSPsDl2WpbjQ5Pteb4frd46FUdPv,,1994-12-30
21522,MN,vpY6P0FdCJyctTBcznvbqEGJk7,,2007-10-06
17205,HI,iiXAJtSZXciqYDxUnSkGkRmXqt7JvRyYnHMuaPjvhPiuJRIn9,,1946-05-03
24992,NH,xQQqu3zPvIxPPEMAkDiUhSU0RGzBoJsumPOmE7kRdY4vjSLeFtcoP4RO7d8A,,1943-07-09
3845,RI,Rqtde64E4x0xJvJpC62dab1CFKlCfP0zxJUQe,,1982-07-02
9408,RI,tAiPa3MQqWwWOQC1wI8qKClTTJfYpvZb4a77RT9L4I5eA5LfGEdrpBOVUt,,1989-10-26
57879,TN,U9YaEsbZNaIGMmZSjB3Bp4opoyv,,1973-01-28
1181,WV,Yq3,,2013-03-08
62631,CO,MRq3q1J4XM,,1962-05-17
45161,NE,oQ7me1JhgfVWqCdrrmbhCrYZBYzb,,1986-10-29
39809,NE,3PyHG0K4ggzGG81ZvJGwoSH0vEEvOI8KWYMm34p,,1977-12-07
46274,ND,fdMeCRF8RgfwJEQxq0Jvg71dCATezO0OiWv1VJ5x6c54NLCrEMEVfpzEU,,1955-06-19
11012,SC,TyrVXfi9OX,,1992-01-30
11609,KY,6qCEBcSFtIKRMg6jXvHCT2nVtHAv,,2010-01-28
60169,VA,MQ7RruVinxHVp3uEzjRhYTOOlOV5pKBkl7MRVJJZF9t0OkqD5gQFOXCnTSFNJ,,1949-04-28
11290,NH,H,,1953-07-30
5865,RI,ln7aPTxINiOvAiIUrjdZbkQWPejPtWxr97WE5mH9yxYbi6iBmDxHFQxqVvrZ,,1995-09-23
46367,NE,caSV7jPBZemzGPZIW9mW8FR5KQLqC1D4vHKh6WMR4nbhkZ8Wt4WZD5f9Xmh166,,2007-04-17
